App,Category,Rating,Reviews,Size,Install,Type,Price,Content_Rating,Genres,Last_Updated,Android_Version
Thai Handwriting,EDUCATION,4.3,3168,19,1000000,Free,0,Everyone,Education,10/26/17,Varies with device
THAI DICT 2018,EDUCATION,4.4,29855,Varies with device,1000000,Free,0,Mature 17+,Education,07/29/18,4.1 and up
Kanji test · Han search Kanji training (free version),EDUCATION,4.2,6736,22,1000000,Free,0,Mature 17+,Education,10/17/17,4.0 and up
Game for KIDS: KIDS match'em,EDUCATION,4.4,7005,6.9,1000000,Free,0,Everyone,Education,10/23/16,4.1 and up
Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4,889,7.4,500000,Free,0,Everyone,Education,03/09/18,4.2 and up
Free intellectual training game application |,EDUCATION,4.2,5741,84,1000000,Free,0,Everyone,Education,07/25/18,4.0 and up
ABC Preschool Free,EDUCATION,3.8,27572,25,5000000,Free,0,Everyone,Education,10/25/17,4.0 and up
PINKFONG Baby Shark,EDUCATION,4.5,10852,18,1000000,Free,0,Everyone,Education,11/28/17,4.0.3 and up
English words application mikan,EDUCATION,4.7,9888,Varies with device,500000,Free,0,Everyone,Education,07/30/18,4.0.3 and up
Learn English for beginners,EDUCATION,4.5,1929,2.5,500000,Free,0,Everyone,Education,09/28/17,2.2 and up
Listen and learn English in seven days,EDUCATION,4.3,1516,3.9,100000,Free,0,Everyone,Education,07/28/18,4.0.3 and up
Lumosity: #1 Brain Games & Cognitive Training App,EDUCATION,4.2,215301,Varies with device,10000000,Free,0,Everyone,Education,08/01/18,7.0 and up
Learn English from Persian: Persian to English,EDUCATION,4.3,423,21,100000,Free,0,Everyone,Education,04/03/18,Varies with device
English with Lingualeo,EDUCATION,4.7,254519,27,5000000,Free,0,Everyone,Education,07/20/18,6.0 and up
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107903,Varies with device,10000000,Free,0,Everyone,Education,08/02/18,Varies with device
Khan Academy,EDUCATION,4.6,85375,21,5000000,Free,0,Everyone,Education,07/27/18,4.0.3 and up
TED,EDUCATION,4.6,181893,18,10000000,Free,0,Everyone 10+,Education,07/27/18,Varies with device
Quizlet: Learn Languages & Vocab with Flashcards,EDUCATION,4.6,211856,Varies with device,10000000,Free,0,Everyone,Education,08/01/18,3.0 and up
Udemy - Online Courses,EDUCATION,4.5,99020,18,1000000,Free,0,Everyone,Education,08/02/18,4.1 and up
Coursera: Online courses,EDUCATION,4.4,90481,Varies with device,5000000,Free,0,Everyone,Education,07/27/18,4.1 and up
"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32381,10,1000000,Free,0,Everyone 10+,Education,07/15/18,4.0 and up
Elevate - Brain Training Games,EDUCATION,4.5,248912,Varies with device,5000000,Free,0,Everyone,Education,07/30/18,3.0 and up
NeuroNation - Focus and Brain Training,EDUCATION,4.5,248555,Varies with device,5000000,Free,0,Everyone,Education,05/23/18,Varies with device
Lumosity: #1 Brain Games & Cognitive Training App,EDUCATION,4.2,215301,Varies with device,10000000,Free,0,Everyone,Education,08/01/18,4.1 and up
Peak – Brain Games & Training,EDUCATION,4.4,272145,Varies with device,10000000,Free,0,Everyone,Education,08/03/18,4.0.3 and up
Memorado - Brain Games,EDUCATION,4.4,56897,97,1000000,Free,0,Everyone,Education,01/16/17,4.4 and up
Lynda - Online Training Videos,EDUCATION,4.2,8599,17,1000000,Free,0,Everyone,Education,07/11/18,Varies with device
Brilliant,EDUCATION,4.5,41185,Varies with device,1000000,Free,0,Everyone,Education,08/03/18,4.2 and up
CppDroid - C/C++ IDE,EDUCATION,4.1,29980,Varies with device,1000000,Free,0,Everyone,Education,08/17/17,5.0 and up
Quiz&Learn Python,EDUCATION,4,304,2,10000,Free,0,Everyone,Education,07/04/16,4.1 and up
C++ Tutorials,EDUCATION,4.1,358,1.9,50000,Free,0,Everyone,Education,08/21/14,4.1 and up
C++ Programming,EDUCATION,4.3,11904,1.8,1000000,Free,0,Everyone,Education,08/22/15,Varies with device
C Programming,EDUCATION,4.3,22251,1.8,1000000,Free,0,Everyone,Education,06/28/15,5.0 and up
Udacity - Lifelong Learning,EDUCATION,4.3,22384,17,1000000,Free,0,Everyone,Education,07/31/18,4.0.3 and up
Udemy - Online Courses,EDUCATION,4.5,99020,18,1000000,Free,0,Everyone,Education,08/02/18,5.0 and up
Learn C++,EDUCATION,4.6,73404,5.3,1000000,Free,0,Everyone,Education,12/25/17,4.4 and up
Learn programming,EDUCATION,4.1,12733,Varies with device,1000000,Free,0,Everyone,Education,05/20/18,4.0 and up
Learn JavaScript,EDUCATION,4.6,25183,5.4,1000000,Free,0,Everyone,Education,12/25/17,4.1 and up
Learn Java,EDUCATION,4.7,52743,5.4,1000000,Free,0,Everyone,Education,12/25/17,4.1 and up
Learn HTML,EDUCATION,4.7,61749,5.4,1000000,Free,0,Everyone,Education,12/25/17,4.4 and up
"Programming Hub, Learn to code",EDUCATION,4.3,55704,15,1000000,Free,0,Everyone,Education,08/04/18,4.1 and up
Learn SQL,EDUCATION,4.7,19277,5.3,1000000,Free,0,Everyone,Education,12/25/17,4.3 and up
Ready4 SAT (Prep4 SAT),EDUCATION,4.6,13612,48,100000,Free,0,Everyone,Education,05/10/18,4.0 and up
Socratic - Math Answers & Homework Help,EDUCATION,4.6,37862,5.4,1000000,Free,0,Everyone,Education,06/07/18,5.0 and up
Ready4 GMAT (Prep4 GMAT),EDUCATION,4.6,18372,47,100000,Free,0,Everyone,Education,05/21/18,4.4 and up
Pocket GMAT Math,EDUCATION,4.3,656,556k,10000,Free,0,Everyone,Education,07/11/14,Varies with device
GMAT Question Bank,EDUCATION,4.2,240,29,10000,Free,0,Everyone,Education,04/29/15,4.0.3 and up
GRE Tutor,EDUCATION,4,275,2.3,50000,Free,0,Everyone,Education,12/02/13,4.4 and up
GRE Flashcards,EDUCATION,4.5,13791,Varies with device,500000,Free,0,Everyone,Education,06/06/18,4.0 and up
"play2prep: ACT, SAT prep",EDUCATION,4.2,3692,4.4,100000,Free,0,Everyone,Education,07/23/15,5.0 and up
SAT Test,EDUCATION,4.1,2363,6.6,100000,Free,0,Everyone,Education,11/17/16,Varies with device
GMAT Math Flashcards,EDUCATION,4.4,1769,Varies with device,100000,Free,0,Everyone,Education,07/11/18,Varies with device
Pocket SAT Math,EDUCATION,4,430,526k,10000,Free,0,Everyone,Education,07/11/14,4.1 and up
TOEFL Prep & Practice from Magoosh,EDUCATION,4.5,756,12,100000,Free,0,Everyone,Education,06/18/18,4.0.3 and up
GRE Prep & Practice by Magoosh,EDUCATION,4.4,3963,Varies with device,100000,Free,0,Everyone,Education,06/06/18,4.4 and up
GRE® Flashcards by Kaplan,EDUCATION,4,316,29,50000,Free,0,Everyone,Education,02/15/17,Varies with device
SAT Vocabulary,EDUCATION,4.2,642,Varies with device,50000,Free,0,Everyone,Education,06/05/18,4.2 and up
Magoosh GMAT Prep & Practice,EDUCATION,4.3,1058,Varies with device,100000,Free,0,Everyone,Education,06/18/18,5.0 and up
SAT Flashcards: Prep & Vocabulary,EDUCATION,4.2,2277,Varies with device,100000,Free,0,Everyone,Education,11/07/17,4.1 and up
Khan Academy,EDUCATION,4.6,85375,21,5000000,Free,0,Everyone,Education,07/27/18,4.1 and up
TED,EDUCATION,4.6,181893,18,10000000,Free,0,Everyone 10+,Education,07/27/18,Varies with device
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,Varies with device,100000000,Free,0,Everyone,Education,08/01/18,5.0 and up
Quizlet: Learn Languages & Vocab with Flashcards,EDUCATION,4.6,211856,Varies with device,10000000,Free,0,Everyone,Education,08/01/18,4.0.3 and up
Coursera: Online courses,EDUCATION,4.4,90481,Varies with device,5000000,Free,0,Everyone,Education,07/27/18,5.0 and up
Udemy - Online Courses,EDUCATION,4.5,99020,18,1000000,Free,0,Everyone,Education,08/02/18,4.4 and up
Udacity - Lifelong Learning,EDUCATION,4.3,22384,17,1000000,Free,0,Everyone,Education,07/31/18,4.0 and up
"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32380,10,1000000,Free,0,Everyone 10+,Education,07/15/18,4.1 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172505,76,5000000,Free,0,Everyone,Education,06/27/18,4.1 and up
Google Classroom,EDUCATION,4.2,69493,Varies with device,10000000,Free,0,Everyone,Education,07/19/18,4.4 and up
Lynda - Online Training Videos,EDUCATION,4.2,8599,17,1000000,Free,0,Everyone,Education,07/11/18,4.1 and up
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107884,Varies with device,10000000,Free,0,Everyone,Education,08/02/18,Varies with device
Brilliant,EDUCATION,4.5,41185,Varies with device,1000000,Free,0,Everyone,Education,08/03/18,4.0.3 and up
LinkedIn Learning: Online Courses to Learn Skills,EDUCATION,4.6,7973,18,1000000,Free,0,Everyone,Education,07/27/18,Varies with device
Babbel – Learn Languages,EDUCATION,4.3,266935,21,10000000,Free,0,Everyone,Education,07/30/18,3.0 and up
Learn English with Phrases,EDUCATION,4.2,5695,Varies with device,1000000,Free,0,Everyone,Education,09/28/17,4.1 and up
Free english course,EDUCATION,4.7,142632,6.9,5000000,Free,0,Everyone,Education,07/12/18,4.1 and up
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,Varies with device,100000000,Free,0,Everyone,Education,08/01/18,4.0 and up
Learn 50 languages,EDUCATION,4.4,55256,14,5000000,Free,0,Everyone,Education,06/19/18,3.0 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76,5000000,Free,0,Everyone,Education,06/27/18,Varies with device
Babbel – Learn Spanish,EDUCATION,4.4,54798,11,1000000,Free,0,Everyone,Education,07/30/18,4.1 and up
Mango Languages: Lovable Language Courses,EDUCATION,4,4815,19,500000,Free,0,Everyone,Education,07/17/18,Varies with device
Learn English with Aco,EDUCATION,4.6,75112,6.5,1000000,Free,0,Everyone,Education,11/11/17,5.0 and up
Learn to Speak English,EDUCATION,4.4,33646,7,1000000,Free,0,Everyone,Education,07/15/18,4.1 and up
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107903,Varies with device,10000000,Free,0,Everyone,Education,08/02/18,Varies with device
Learn English with Wlingua,EDUCATION,4.7,314300,3.3,10000000,Free,0,Everyone,Education,05/02/18,4.1 and up
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206527,21,10000000,Free,0,Everyone 10+,Education,08/01/18,4.1 and up
My Class Schedule: Timetable,EDUCATION,4.1,9348,Varies with device,1000000,Free,0,Everyone,Education,06/01/16,4.0.3 and up
Study Checker,EDUCATION,4.2,3816,2.6,500000,Free,0,Everyone,Education,05/04/16,1.0.6
My Study Life - School Planner,EDUCATION,4.3,47847,21,1000000,Free,0,Everyone,Education,06/13/17,4.1 and up
HomeWork,EDUCATION,4.3,16195,5.2,1000000,Free,0,Everyone,Education,09/20/16,4.1 and up
Next Gen Science Standards,EDUCATION,4.3,206,18,50000,Free,0,Everyone,Education,12/20/16,5.0 and up
myHomework Student Planner,EDUCATION,4,28392,Varies with device,1000000,Free,0,Everyone,Education,03/07/18,4.0 and up
Teacher's Gradebook - Additio,EDUCATION,4.2,3241,16,100000,Free,0,Everyone,Education,08/01/18,2.3 and up
Common Core,EDUCATION,4,835,15,100000,Free,0,Everyone,Education,12/20/16,4.0.3 and up
Homework Planner,EDUCATION,4,2525,1.2,100000,Free,0,Everyone,Education,01/11/15,4.2 and up
TeachersPayTeachers,EDUCATION,3.8,828,Varies with device,100000,Free,0,Everyone,Education,10/01/17,4.0.3 and up
Quizlet: Learn Languages & Vocab with Flashcards,EDUCATION,4.6,211856,Varies with device,10000000,Free,0,Everyone,Education,08/01/18,4.0.3 and up
Edmodo,EDUCATION,4.1,200058,18,10000000,Free,0,Everyone,Education,07/20/18,4.0.3 and up
Socrative Teacher,EDUCATION,3.9,1239,1.8,100000,Free,0,Everyone,Education,07/29/16,4.0.3 and up
Training schedule - AllUniver,EDUCATION,4.1,702,7.6,10000,Free,0,Everyone,Education,10/16/17,4.0.3 and up
Remind: School Communication,EDUCATION,4.5,108613,Varies with device,10000000,Free,0,Everyone,Education,08/03/18,4.1 and up
Google Classroom,EDUCATION,4.2,69498,Varies with device,10000000,Free,0,Everyone,Education,07/19/18,Varies with device
ClassDojo,EDUCATION,4.4,148550,59,10000000,Free,0,Everyone,Education,08/03/18,4.2 and up
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,Varies with device,100000000,Free,0,Everyone,Education,08/01/18,4.4 and up
Lerni. Learn languages.,EDUCATION,4,3847,6.9,500000,Free,0,Everyone,Education,10/25/17,4.4 and up
Learn 50 languages,EDUCATION,4.4,55256,14,5000000,Free,0,Everyone,Education,06/19/18,4.0 and up
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84309,41,5000000,Free,0,Everyone,Education,07/25/18,Varies with device
Mango Languages: Lovable Language Courses,EDUCATION,4,4815,19,500000,Free,0,Everyone,Education,07/17/18,4.2 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76,5000000,Free,0,Everyone,Education,06/27/18,4.1 and up
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107948,Varies with device,10000000,Free,0,Everyone,Education,08/02/18,4.1 and up
Babbel – Learn Languages,EDUCATION,4.3,266948,21,10000000,Free,0,Everyone,Education,07/30/18,5.0 and up
Innovative: Learn 34 Languages,EDUCATION,4.5,14206,21,500000,Free,0,Everyone,Education,07/26/18,4.0.3 and up
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206532,21,10000000,Free,0,Everyone 10+,Education,08/01/18,4.1 and up
My Class Schedule: Timetable,EDUCATION,4.1,9348,Varies with device,1000000,Free,0,Everyone,Education,06/01/16,Varies with device
Chegg Study - Homework Help,EDUCATION,4.3,14700,21,1000000,Free,0,Everyone,Education,07/30/18,4.0 and up
Canvas Student,EDUCATION,4.5,42828,Varies with device,1000000,Free,0,Everyone,Education,07/20/18,4.0.3 and up
Timetable,EDUCATION,4.2,40209,Varies with device,1000000,Free,0,Everyone,Education,05/24/18,2.3 and up
Socratic - Math Answers & Homework Help,EDUCATION,4.6,37862,5.4,1000000,Free,0,Everyone,Education,06/07/18,4.0.3 and up
EasyBib: Citation Generator,EDUCATION,3.5,1405,7.3,100000,Free,0,Everyone,Education,03/29/18,4.0.3 and up
Google Classroom,EDUCATION,4.2,69498,Varies with device,10000000,Free,0,Everyone,Education,07/19/18,4.0 and up
ClassDojo,EDUCATION,4.4,148549,59,10000000,Free,0,Everyone,Education,08/03/18,4.4 and up
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84311,41,5000000,Free,0,Everyone,Education,07/25/18,Varies with device
Quizlet: Learn Languages & Vocab with Flashcards,EDUCATION,4.6,211856,Varies with device,10000000,Free,0,Everyone,Education,08/01/18,Varies with device
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206532,21,10000000,Free,0,Everyone 10+,Education,08/01/18,4.1 and up
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,76,5000000,Free,0,Everyone,Education,06/27/18,Varies with device
SoloLearn: Learn to Code for Free,EDUCATION,4.8,256079,7.6,1000000,Free,0,Teen,Education,07/12/18,2.3 and up
Kids Learn Languages by Mondly,EDUCATION,4.4,2078,Varies with device,100000,Free,0,Everyone,Education,12/24/17,Varies with device
Blinkist - Nonfiction Books,EDUCATION,4.1,16103,13,1000000,Free,0,Everyone,Education,07/31/18,Varies with device
Sago Mini Hat Maker,EDUCATION,4.9,11,63,1000,Paid,3.99,Everyone,Education,07/24/17,Varies with device
Fuzzy Numbers: Pre-K Number Foundation,EDUCATION,4.7,21,44,1000,Paid,5.99,Everyone,Education,07/21/17,4.4 and up
Toca Life: City,EDUCATION,4.7,31085,24,500000,Paid,3.99,Everyone,Education,07/06/18,Varies with device
Toca Life: Hospital,EDUCATION,4.7,3528,24,100000,Paid,3.99,Everyone,Education,06/12/18,4.4 and up
ROBLOX,GAME,4.5,4447388,67,100000000,Free,0,Everyone 10+,Adventure,07/31/18,4.0 and up
Subway Surfers,GAME,4.5,27722264,76,1000000000,Free,0,Everyone 10+,Arcade,07/12/18,4.0 and up
Candy Crush Saga,GAME,4.4,22426677,74,500000000,Free,0,Everyone,Casual,07/05/18,5.0 and up
Solitaire,GAME,4.7,254258,23,10000000,Free,0,Everyone,Card,08/01/18,4.1 and up
Bubble Shooter,GAME,4.5,148897,46,10000000,Free,0,Everyone,Casual,07/17/18,4.0.3 - 7.1.1
Hello Kitty Nail Salon,GAME,4.2,369203,24,50000000,Free,0,Everyone,Casual,04/17/18,Varies with device
slither.io,GAME,4.4,5234162,Varies with device,100000000,Free,0,Everyone,Action,11/14/17,4.0.3 - 7.1.1
Clash Royale,GAME,4.6,23133508,97,100000000,Free,0,Everyone 10+,Strategy,06/27/18,Varies with device
Temple Run 2,GAME,4.3,8118609,62,500000000,Free,0,Everyone,Action,07/05/18,Varies with device
Pou,GAME,4.3,10485308,24,500000000,Free,0,Everyone,Casual,05/25/18,4.1 and up
Helix Jump,GAME,4.2,1497361,33,100000000,Free,0,Everyone,Action,04/09/18,Varies with device
Block Puzzle,GAME,4.6,59800,7.8,5000000,Free,0,Everyone,Puzzle,03/06/18,4.1 and up
Angry Birds Rio,GAME,4.4,2610526,46,100000000,Free,0,Everyone,Arcade,07/03/18,5.0 and up
Plants vs. Zombies FREE,GAME,4.4,4066989,69,100000000,Free,0,Everyone 10+,Strategy,07/06/18,Varies with device
Sonic Dash,GAME,4.5,3778921,75,100000000,Free,0,Everyone,Arcade,07/26/18,Varies with device
Candy Crush Soda Saga,GAME,4.4,6198563,67,100000000,Free,0,Everyone,Casual,07/10/18,Varies with device
Zombie Hunter King,GAME,4.3,10306,50,1000000,Free,0,Mature 17+,Action,08/01/18,4.0.3 and up
Clash of Clans,GAME,4.6,44891723,98,100000000,Free,0,Everyone 10+,Strategy,07/15/18,Varies with device
Kick the Buddy,GAME,4.3,1000417,Varies with device,50000000,Free,0,Teen,Action,07/05/18,4.0.3 and up
Block Puzzle Classic Legend !,GAME,4.2,17039,4.9,5000000,Free,0,Everyone,Puzzle,04/13/18,Varies with device
PAC-MAN,GAME,4.2,685981,37,100000000,Free,0,Everyone,Arcade,05/15/18,4.0 and up
Super Jim Jump - pixel 3d,GAME,4.5,10393,18,1000000,Free,0,Everyone,Arcade,07/11/18,4.0.3 and up
8 Ball Pool,GAME,4.5,14198297,52,100000000,Free,0,Everyone,Sports,07/31/18,5.0 and up
Magic Tiles 3,GAME,4.5,592068,Varies with device,50000000,Free,0,Everyone,Music,08/03/18,Varies with device
Bubble Witch 3 Saga,GAME,4.7,1732263,78,50000000,Free,0,Everyone,Puzzle,07/17/18,Varies with device
Word Search,GAME,4.7,295241,3.9,10000000,Free,0,Everyone,Word,06/06/18,4.4 and up
Granny,GAME,4.5,1135631,59,50000000,Free,0,Teen,Arcade,05/29/18,4.1 and up
Angry Birds Classic,GAME,4.4,5566669,97,100000000,Free,0,Everyone,Arcade,05/24/18,Varies with device
Flow Free,GAME,4.3,1295557,11,100000000,Free,0,Everyone,Puzzle,04/11/18,4.1 and up
Race the Traffic Moto,GAME,3.8,270687,38,10000000,Free,0,Teen,Racing,07/20/18,Varies with device
Fishdom,GAME,4.6,2157930,Varies with device,10000000,Free,0,Everyone,Puzzle,07/19/18,Varies with device
Galaxy Attack: Alien Shooter,GAME,4.6,506275,Varies with device,10000000,Free,0,Everyone,Arcade,08/01/18,4.0.3 and up
Zombie Tsunami,GAME,4.4,4920817,Varies with device,100000000,Free,0,Everyone 10+,Arcade,06/15/18,4.0 and up
Bubble Shooter 2,GAME,4.3,23005,Varies with device,5000000,Free,0,Everyone,Arcade,07/25/18,4.3 and up
Barbie™ Fashion Closet,GAME,4.1,68057,85,10000000,Free,0,Everyone,Casual,07/30/18,4.4 and up
Candy Crush Jelly Saga,GAME,4.3,1300490,78,50000000,Free,0,Everyone,Puzzle,07/20/18,Varies with device
Hill Climb Racing,GAME,4.4,8923587,63,100000000,Free,0,Everyone,Racing,07/02/18,Varies with device
Gardenscapes,GAME,4.6,4128732,Varies with device,50000000,Free,0,Everyone,Casual,07/13/18,4.0 and up
Marble - Temple Quest,GAME,4.3,42053,24,10000000,Free,0,Everyone,Puzzle,06/21/18,4.0.3 and up
Shooting King,GAME,4.4,257724,69,10000000,Free,0,Everyone 10+,Sports,05/25/18,Varies with device
Zombie Catchers,GAME,4.7,990491,75,10000000,Free,0,Everyone,Action,05/24/18,Varies with device
Minion Rush: Despicable Me Official Game,GAME,4.5,10216538,Varies with device,100000000,Free,0,Everyone 10+,Casual,07/12/18,4.2 and up
Farm Heroes Saga,GAME,4.4,7614130,70,100000000,Free,0,Everyone,Casual,07/26/18,4.0 and up
Geometry Dash World,GAME,4.6,760628,63,10000000,Free,0,Everyone,Arcade,12/22/17,4.4 and up
My Talking Angela,GAME,4.5,9881829,99,100000000,Free,0,Everyone,Casual,07/03/18,Varies with device
Cut the Rope FULL FREE,GAME,4.4,2123381,49,100000000,Free,0,Everyone,Puzzle,07/05/18,Varies with device
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7671249,Varies with device,100000000,Free,0,Mature 17+,Action,08/02/18,Varies with device
Subway Surfers,GAME,4.5,27723193,76,1000000000,Free,0,Everyone 10+,Arcade,07/12/18,Varies with device
ROBLOX,GAME,4.5,4447346,67,100000000,Free,0,Everyone 10+,Adventure,,Varies with device
Pou,GAME,4.3,10485334,24,500000000,Free,0,Everyone,Casual,05/25/18,4.0 and up
8 Ball Pool,GAME,4.5,14198602,52,100000000,Free,0,Everyone,Sports,07/31/18,Varies with device
Clash of Clans,GAME,4.6,44891723,98,100000000,Free,0,Everyone 10+,Strategy,07/15/18,2.3 and up
Candy Crush Saga,GAME,4.4,22428456,74,500000000,Free,0,Everyone,Casual,07/05/18,2.3 and up
Plants vs. Zombies FREE,GAME,4.4,4066980,69,100000000,Free,0,Everyone 10+,Strategy,07/06/18,Varies with device
Cooking Fever,GAME,4.5,3197865,82,100000000,Free,0,Everyone,Arcade,07/12/18,4.0.3 and up
Toon Blast,GAME,4.7,1351068,Varies with device,10000000,Free,0,Everyone,Puzzle,07/30/18,4.1 and up
Score! Hero,GAME,4.6,5418675,96,100000000,Free,0,Everyone,Sports,06/13/18,Varies with device
My Talking Angela,GAME,4.5,9881908,99,100000000,Free,0,Everyone,Casual,07/03/18,Varies with device
Bubble Shooter,GAME,4.5,148895,46,10000000,Free,0,Everyone,Casual,07/17/18,Varies with device
Toy Blast,GAME,4.7,1889250,Varies with device,50000000,Free,0,Everyone,Puzzle,07/23/18,4.0.3 and up
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,183846,99,10000000,Free,0,Everyone,Action,07/30/18,4.0.3 and up
Wordscapes,GAME,4.8,230710,87,10000000,Free,0,Everyone,Word,08/02/18,Varies with device
Word Search,GAME,4.7,295305,3.9,10000000,Free,0,Everyone,Word,06/06/18,5.0 and up
Candy Crush Soda Saga,GAME,4.4,6198880,67,100000000,Free,0,Everyone,Casual,07/10/18,4.0 and up
Fishdom,GAME,4.6,2157930,Varies with device,10000000,Free,0,Everyone,Puzzle,07/19/18,4.1 and up
Garena Free Fire,GAME,4.5,5465624,53,100000000,Free,0,Teen,Action,08/03/18,Varies with device
Block Puzzle,GAME,4.6,59854,7.8,5000000,Free,0,Everyone,Puzzle,03/06/18,Varies with device
Bowmasters,GAME,4.7,1534466,Varies with device,50000000,Free,0,Teen,Action,07/23/18,4.0 and up
Clash Royale,GAME,4.6,23134775,97,100000000,Free,0,Everyone 10+,Strategy,06/27/18,4.1 and up
My Talking Tom,GAME,4.5,14891223,Varies with device,500000000,Free,0,Everyone,Casual,07/19/18,Varies with device
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7672495,Varies with device,100000000,Free,0,Mature 17+,Action,08/02/18,2.3 and up
Granny,GAME,4.5,1137271,59,50000000,Free,0,Teen,Arcade,05/29/18,Varies with device
Galaxy Attack: Alien Shooter,GAME,4.6,506275,Varies with device,10000000,Free,0,Everyone,Arcade,08/01/18,Varies with device
Angry Birds Rio,GAME,4.4,2610622,46,100000000,Free,0,Everyone,Arcade,07/03/18,4.0 and up
Zombie Catchers,GAME,4.7,990586,75,10000000,Free,0,Everyone,Action,05/24/18,4.0 and up
Zombie Hunter King,GAME,4.3,10354,50,1000000,Free,0,Mature 17+,Action,08/01/18,4.0.3 and up
Temple Run 2,GAME,4.3,8118937,62,500000000,Free,0,Everyone,Action,07/05/18,Varies with device
Zombie Tsunami,GAME,4.4,4921122,Varies with device,100000000,Free,0,Everyone 10+,Arcade,06/15/18,4.0 and up
Jungle Marble Blast,GAME,4.3,18985,23,5000000,Free,0,Everyone,Casual,07/23/18,4.0 and up
Rider,GAME,4.5,655067,72,10000000,Free,0,Teen,Arcade,07/17/17,4.0 and up
Farm Heroes Saga,GAME,4.4,7614271,70,100000000,Free,0,Everyone,Casual,07/26/18,3.0 and up
Super Jim Jump - pixel 3d,GAME,4.5,10434,18,1000000,Free,0,Everyone,Arcade,07/11/18,4.1 and up
slither.io,GAME,4.4,5234825,Varies with device,100000000,Free,0,Everyone,Action,11/14/17,4.0.3 and up
Roll the Ball® - slide puzzle,GAME,4.5,1385093,35,100000000,Free,0,Everyone,Puzzle,08/02/18,2.1 and up
Talking Tom Gold Run,GAME,4.6,2698348,78,100000000,Free,0,Everyone,Action,07/31/18,4.0 and up
Pixel Art: Color by Number Game,GAME,4.7,1125017,25,10000000,Free,0,Everyone,Puzzle,07/17/18,Varies with device
Dream League Soccer 2018,GAME,4.6,9882639,74,100000000,Free,0,Everyone,Sports,07/16/18,4.0 and up
Angry Birds Classic,GAME,4.4,5566805,97,100000000,Free,0,Everyone,Arcade,05/24/18,4.0 and up
Fruits Bomb,GAME,4.4,74673,17,10000000,Free,0,Everyone,Casual,07/06/18,4.0.3 and up
Traffic Racer,GAME,4.5,5387639,53,100000000,Free,0,Everyone,Racing,02/27/18,5.0 and up
Hill Climb Racing 2,GAME,4.6,2750410,Varies with device,100000000,Free,0,Everyone,Racing,08/02/18,4.0.3 and up
Flow Free,GAME,4.3,1295606,11,100000000,Free,0,Everyone,Puzzle,04/11/18,5.0 and up
Knife Hit,GAME,4.5,461137,60,10000000,Free,0,Everyone,Arcade,05/22/18,4.0 and up
Block Craft 3D: Building Simulator Games For Free,GAME,4.5,946926,57,50000000,Free,0,Everyone,Simulation,03/05/18,2.1 and up
Farm Fruit Pop: Party Time,GAME,4.4,9305,14,1000000,Free,0,Everyone,Casual,08/02/18,4.1 and up
ROBLOX,GAME,4.5,4448791,67,100000000,Free,0,Everyone 10+,Adventure,,4.1 and up
Helix Jump,GAME,4.2,1498648,33,100000000,Free,0,Everyone,Action,04/09/18,Varies with device
Subway Surfers,GAME,4.5,27724094,76,1000000000,Free,0,Everyone 10+,Arcade,07/12/18,Varies with device
Candy Crush Saga,GAME,4.4,22428456,74,500000000,Free,0,Everyone,Casual,07/05/18,4.1 and up
Toon Blast,GAME,4.7,1351089,Varies with device,10000000,Free,0,Everyone,Puzzle,07/30/18,Varies with device
Love Balls,GAME,4.2,360630,40,50000000,Free,0,Everyone,Puzzle,07/31/18,4.0.3 and up
Granny,GAME,4.5,1137267,59,50000000,Free,0,Teen,Arcade,05/29/18,4.1 and up
8 Ball Pool,GAME,4.5,14200344,52,100000000,Free,0,Everyone,Sports,07/31/18,Varies with device
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7672495,Varies with device,100000000,Free,0,Mature 17+,Action,08/02/18,Varies with device
